code,description,type
127501-037,(*BRINZOLAMIDE : 1%)  EYE DROPS,10
103206-100,(CIPROFLOXACIN : 100 MG/50ML)  SOLUTION FOR INFUSION,10
148401-075,(METHYL CELLULOSE  : 454G)  POWDER,10
181301-039,(MEFENAMIC ACID : 250 MG)  FILM COATED TABLETS,10
004001-011,(CALCIUM CARBONATE : 974.929 MG) (MAGNESIUM OXIDE : 294.443 MG) (ZINC GLUCONATE : 14.206 MG)  COATED TABLETS,10
054601-117,(LOFEXIDINE (HCL) : 0.2 MG)  TABLETS,10
535404-145,(NICARDIPINE HCL : 30 MG)  CAPSULES (HARD GELATIN),10
942001-006,(KRILL OIL (SUPERBA) : 350 MG) (IROFLAV (ROSEMARY & SOY EXTRACT BLEND) : 100 MG) (VITAMIN B6 (AS PYRIDOXINE HCL) : 2 MG) (VITAMIN B1 (AS THIAMINE MONONITRATE) : 1.4 MG) (VITAMIN B2 (RIBOFLAVIN) : 1.6 MG) (VITAMIN D3 (CHOLECALCIFEROL) : 5 MCG) (BIOTIN : 25 MCG) (FOLIC ACID : 100 MCG) (VITAMIN B12 (CYANOCOBALAMIN) : 1.25 MCG)  CAPSULES,10
123348-102,(SODIUM HYALURONATE : 48 MG)  SOLUTION FOR INJECTION,10
123316-455,(SODIUM HYALURONATE : 14 MG/ML)  VISCOELASTIC SOLUTION,10
127601-408,(AZTREONAM : 1 G)  POWDER FOR SOLUTION FOR INJECTION/ INFUSION,10
980601-107,(SCX-POWDER (SILICA DIOXIDE FUNCTIONALIZED WITH SILVER IONS AND CHLORHEXIDINE) : 1.5%) (HYALURONIC ACID (AS SODIUM HYALURONATE) : 0.2%) (KAOLIN : 94.3 %)  SPRAY,10
574603-107,(BENZYDAMINE HCL : 0.15%/30ML) (CHLORHEXIDINE GLUCONATE : 0.12%/30ML)  SPRAY,10
175801-060,(EPIRUBICIN HCL : 50 MG)  LYOPHILIZED POWDER FOR INJECTION,10
891202-085,(POTASSIUM CLAVULANATE : 28.5 MG/5 ML) (AMOXICILLIN : 200 MG/5ML)  POWDER FOR SUSPENSION,10
564007-102,(DULAGLUTIDE : 4.5 MG / 0.5 ML)  SOLUTION FOR INJECTION,10
106618-102,(PARACETAMOL : 10 MG/ML)  SOLUTION FOR INJECTION,10
387619-102,(ENOXAPARIN SODIUM : 4000 IU/0.4ML)  SOLUTION FOR INJECTION,10
925601-219,(FAMPRIDINE (4-AMINOPYRIDINE) : 10 MG)  PROLONGED RELEASE TABLETS,10
402202-102,(IPILIMUMAB : 50MG/10ML)  SOLUTION FOR INJECTION,10
102004-024,(ACETIC ACID : 2%)  EAR DROPS,10
714801-163,(PROBIO-TEC BB-12 BLEND-30 IF(CONTAIN 2 BILLION LIVE BIFIDOBACTERIUM LACTIS CELLS /1 ML) : 80 MG/ML)  DROPS (ORAL),10
847302-039,(ATORVASTATIN : 20 MG) (PERINDOPRIL : 10 MG) (AMLODIPINE (AS BESYLATE) : 10 MG)  FILM COATED TABLETS,10
587803-006,(RIFAMPICIN : 300 MG)  CAPSULES,10
706701-117,(ZINC (AS ZINC OXIDE) : 10 MG) (LYCOPENE : 2.5 MG) (ASTAXANTHIN : 8 MG) (L-CARNITINE L-TARTRATE : 1000 MG) (UBIQUINOL (AS UBIQUINOL ACETATE) : 50 MG)  TABLETS,10
196502-117,(METHENAMINE HIPPURATE : 1 G)  TABLETS,10
572701-117,(RIBOFLAVINE (VITAMIN B2) : 0.02 MG) (NIACIN (VITAMIN B3; NICOTINIC ACID) : 0.15 MG) (BREWER'S YEAST : 500 MG) (THIAMINE (VITAMIN B1) : 0.06 MG)  TABLETS,10
574402-209,(LACTOBACILLUS CASEI : 250 MG)  ORAL POWDER,10
665201-057,(ISOPROPYL MYRISTATE : 11.5%/ML) (PROPYLENE GLYCOL : 15%/ML) (CETEARYL ISONONANOATE : 11.5%/ML) (UREA : 15%/ML)  LOTION,10
609403-113,(PALIPERIDONE PALMITATE : 200MG/ML)  SUSPENSION FOR INJECTION,10
618102-006,(LENVATINIB MESYLATE : 4 MG)  CAPSULES,10
245402-145,(LIPIDOSTEROLIC EXTRACT OF SERENOA REPENS : 160 MG)  CAPSULES (HARD GELATIN),10
348904-117,(CHOLECALCIFEROL : 1000 IU)  TABLETS,10
101307-013,(PACLITAXEL : 100MG/16.67ML)  CONCENTRATE FOR INFUSION,10
392401-107,(ECTOIN : 100 MG/20ML)  SPRAY,10
115305-102,(AMINOPHYLLINE : 25 MG/ML)  SOLUTION FOR INJECTION,10
475801-025,(TARTARIC ACID : 890 MG ) (SODIUM BICARBONATE : 1.76G) (CITRIC ACID : 720 MG) (TRISODIUM CITRATE : 630 MG)  EFFERVESCENT GRANULES,10
184103-117,(CHONDROITIN : 400 MG) (GLUCOSAMINE SULFATE : 500 MG) (METHYLSULPHONYL-METHANE (MSM) : 250 MG)  TABLETS,10
164402-117,(DIPHENOXYLATE : 2.5 MG) (ATROPINE : 0.025 MG)  TABLETS,10
330103-051,(CHORIONIC GONADOTROPHIN (HCG) : 1000 IU)  INJECTION,10
355101-008,(CALCIUM POLYCARBOPHIL : 500 MG)  CHEWABLE TABLETS,10
271901-145,(SUNITINIB : 50 MG)  CAPSULES (HARD GELATIN),10
135908-146,(BUDESONIDE : 400 MCG)  CAPSULES (HARD GELATIN) FOR INHALATION (DRY POWDER),10
240001-117,(PIMOZIDE : 4 MG)  TABLETS,10
123307-037,(SODIUM HYALURONATE : 1.5 MG/ML)  EYE DROPS,10
266802-065,(DIALYSATE OF CALF BLOOD : 2.07MG/G)  OINTMENT,10
162401-015,(FLUOCINOLONE : 0.025% )  CREAM,10
275301-117,(TENOXICAM : 20 MG)  TABLETS,10
106619-036,(PARACETAMOL : 650 MG)  EXTENDED RELEASE TABLETS,10
192001-075,(GLYCINE : 500 G)  POWDER,10
189902-006,(TOCOPHEROL : 500 IU)  CAPSULES,10
201907-051,(INTERFERON ALPHA-2B : 3 MIU)  INJECTION,10
182402-145,(DEFERIPRONE : 250 MG)  CAPSULES (HARD GELATIN),10
174606-051,(METHOTREXATE : 500MG/20ML)  INJECTION,10
226202-015,(CICLOPIROXOLAMINE : 10 MG/ML)  CREAM,10
105901-075,(MAGNESIUM CARBONATE : 300 MG)  POWDER,10
113201-037,(BRIMONIDINE TARTRATE : 0.2%)  EYE DROPS,10
116201-117,(CLAVULANIC ACID : 125 MG) (AMOXICILLIN : 250 MG)  TABLETS,10
126001-197,(FLUTICASONE : 27.5MCG/DOSE)  LIQUID FOR SPRAY (NASAL),10
129901-117,(CALCIUM PANTOTHENATE : 3 MG) (CARBOHYDRATES : 69.1 KJ) (RIBOFLAVINE (VITAMIN B2) : 2 MG) (NICOTINAMIDE : 20 MG) (BIOTIN : N/A) (VITAMIN B12 : N/A) (THIAMINE (VITAMIN B1) : 5 MG) (PYRIDOXINE (VITAMIN B6) : 2 MG) (DEXPANTHENOL : N/A)  TABLETS,10
135903-139,(BUDESONIDE : 200 MCG)  AEROSOL INHALER,10
203730-385,(SEA WATER : 2.2%)  NASAL SPRAY,10
065901-014,(LETERMOVIR : 480 MG/24 ML)  CONCENTRATE FOR SOLUTION FOR INFUSION,10
068401-014,(SODIUM SELENITE ANHYDROUS : 10 MCG/ML)  CONCENTRATE FOR SOLUTION FOR INFUSION,10
238506-117,(CEFDINIR : 600 MG)  TABLETS,10
078501-117,(D-CHIRO INOSITOL : 250 MG) (MYO-INOSITOL : 750 MG) (QUATREFOLIC (L-METHYLFOLIC ACID) : 400 MCG) (SELENIUM : 50 MCG) (VITAMIN B12 (METHYLCOBALAMIN) : 25 MCG)  TABLETS,10
887101-385,(DEAD SEA SALTS : 3.85%)  NASAL SPRAY,10
935501-102,(SOMATROGON : 24 MG/1.2ML)  SOLUTION FOR INJECTION,10
142315-072,(CLONIDINE HCL : 0.3MG /DAY)  PATCHES,10
982301-117,(LITHOLEXAL (LITHOTHAMNION ALGAE) : 720 MG) (LITHOLEXAL MG (SEA WATER MAGNESIUM HYDROXIDE) : 606.06 MG) (VITAMIN D3 (CHOLECALCIFEROL) : 5.2 MG)  TABLETS,10
989001-369,(POLICARBOPHIL : 60 MG) (PHOSPHATIDYLCHOLINE : 2 MG) (18-BETA-GLYCYRRHETINIC ACID : 15 MG) (HYALURONIC ACID SODIUM SALT : 10 MG) (TEA TREE OIL : 2 MG)  INTRAVAGINAL DEVICE,10
265404-116,(SIMPLE SYRUP : 85%)  SYRUP,10
669704-102,(EMICIZUMAB : 150 MG/ML)  SOLUTION FOR INJECTION,10
174612-102,(METHOTREXATE : 100 MG/ML)  SOLUTION FOR INJECTION,10
226601-337,(ALGLUCOSIDASE ALFA : 50 MG)  POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION,10
683803-292,(BRIVARACETAM : 10 MG/ML)  SOLUTION FOR INJECTION/INFUSION,10
124410-385,(MOMETASONE FUROATE : 0.5 MG/ML)  NASAL SPRAY,10
616601-102,(MEPOLIZUMAB : 100 MG)  SOLUTION FOR INJECTION,10
441301-014,(CATUMAXOMAB : 50 MCG/0.5ML) (CATUMAXOMAB : 10 MCG/0.1ML)  CONCENTRATE FOR SOLUTION FOR INFUSION,10
500701-117,(IRON : 24 MG) (RIBOFLAVINE (VITAMIN B2) : 3.4 MG) (BIOTIN : 30 MCG) (CALCIUM CARBONATE : 250 MG) (FOLIC ACID : 800 MCG) (THIAMINE (VITAMIN B1) : 3 MG) (ASCORBIC ACID (VITAMIN C) : 100 MG) (VITAMIN A : 5000 IU) (VITAMIN E : 30 IU) (MANGANESE : 5 MG) (MOLYBDENUM : 25 MCG) (IODINE : 150 MCG) (MAGNESIUM : 25 MG) (VITAMIN D : 400 IU) (NIACINAMIDE : 20 MG) (CHROMIUM (AS CHROMIUM CHLORIDE)  : 25 MCG) (COPPER (AS CUPRIC OXIDE)  : 2 MG) (VITAMIN B12 (CYANOCOBALAMIN) : 12 MCG) (ZINC (AS  SULPHATE) : 25 MG) (PANTOTHENIC ACID : 10 MG)  TABLETS,10
520301-138,(TRILLIUM PENDULUM MT : 1 X)  SOLUTION (ORAL),10
287501-100,(VINBLASTINE : 10 MG/10ML)  SOLUTION FOR INFUSION,10
656801-045,(GALEGA OFFICINALIS : 500MG /100G) (CHAMOMILLA (MATRICARIA CHAMOMILLA) : 20MG /100G) (CARAWAY (CARUM CARVI) : 600MG /100G) (NETTLE (URTICA DIOICA) : 1100MG /100G) (TRICALCIUM PHOSPHATE : 4809MG /100G)  GRANULES,10
658501-025,(TARTARIC ACID : 0.89G) (SODIUM BICARBONATE : 1.76G) (CRANBERRY EXTRACT : 0.25 G) (TRI SODIUM CITRATE ANHYDROUS : 0.63G) (CITRIC ACID ANHYDROUS : 0.72G)  EFFERVESCENT GRANULES,10
269804-039,(TRIFLUPERAZINE : 1 MG)  FILM COATED TABLETS,10
190215-080,(SOMATROPIN : 8 MG)  POWDER FOR INJECTION,10
362301-080,(FOLLITROPIN ALFA : 150 IU) (LUTROPIN ALFA : 75 IU)  POWDER FOR INJECTION,10
368003-079,(FLUTICASONE PROPIONATE : 50 MCG)  POWDER FOR INHALATION,10
126604-099,(SILVER NITRATE : 0.5%)  SOLUTION,10
404701-335,(CIMICIFUGA D2 : 0.48 G/10G) (COCCULUS D4 : 0.95 G/10G) (CYPRIPEDIUM PUBESCENS D3 : 0.48 G/10G) (IGNATIA D6 : 1.01 G/10G) (LILIUM TIGRINUM D4 : 1.01 G/10G) (PASSIFLORA INCARNATA D3 : 1.92 G/10G) (PLATINUM METALLICUM D8 : 0.52 G/10G) (VALERIANA D2 : 0.48 G/10G) (ZINCUM VALERIANICUM D3 : 0.43 G/10G)  DROPS (SOLUTION),10
242401-285,(PHENYLEPHRINE : 10 MG) (PARACETAMOL : 600 MG) (ASCORBIC ACID (VITAMIN C) : 40 MG)  POWDER FOR SOLUTION (LEMON),10
251702-039,(IVABRADINE : 7.5 MG)  FILM COATED TABLETS,10
270804-108,(BUPRENORPHINE : 0.2 MG)  SUBLINGUAL TABLETS,10
287601-051,(VINCRISTINE : 1 MG/ML)  INJECTION,10
293401-051,(LINEZOLID : 2 MG/ML)  INJECTION,10
151304-163,(COENZYME Q10 : 50 MG/ML)  DROPS (ORAL),10
147101-117,(BENAZEPRIL : 5 MG)  TABLETS,10
150901-116,(AMMONIUM CHLORIDE : N/A) (CHLORPHENIRAMINE : 1 MG/5ML) (CODEINE : 4 MG/5ML) (EPHEDRINE : 7.5 MG/5ML)  SYRUP,10
171501-006,(TOCOPHEROL : 400 IU) (COD LIVER OIL : 300 MG)  CAPSULES,10
172311-102,(LIDOCAINE : 10 MG/ML)  SOLUTION FOR INJECTION,10
116611-100,(METRONIDAZOLE : 0.5%)  SOLUTION FOR INFUSION,10
222102-111,(NYSTATIN : 100000 IU/ML)  SUSPENSION,10
102601-276,(ALCOHOL : N/A) (SULFUR : N/A)  TOPICAL LOTION (CLEAR ),10
117201-006,(ANAGRELIDE : 0.5 MG)  CAPSULES,10
121101-117,(RANITIDINE (AS HCL) : 150 MG)  TABLETS,10
124204-117,(ASPIRIN : 100 MG)  TABLETS,10
129901-116,(CALCIUM PANTOTHENATE : N/A) (CARBOHYDRATES : 69.1 KJ) (RIBOFLAVINE (VITAMIN B2) : 2 MG) (NICOTINAMIDE : 20 MG) (BIOTIN : N/A) (VITAMIN B12 : N/A) (THIAMINE (VITAMIN B1) : 5 MG) (PYRIDOXINE (VITAMIN B6) : 2 MG) (DEXPANTHENOL : 3 MG)  SYRUP,10
136103-051,(BUPIVACAINE : 50 MG) (ADRENALINE : N/A)  INJECTION,10
976101-006,(VITAMIN A (AS VITAMIN A PALMITATE) : 3333 IU) (VITAMIN D3 (CHOLECALCIFEROL) : 400 IU) (VITAMIN B1 (AS THIAMINE MONONITRATE) : 1.5 MG) (VITAMIN B2 (RIBOFLAVIN) : 1.7 MG) (VITAMIN B6 (AS PYRIDOXINE HCL) : 2 MG) (VITAMIN B12 (CYANOCOBALAMIN) : 2.5 MCG) (VITAMIN E (AS ALPHA TOCOPHERYL ACETATE) : 15 MG) (NICOTINAMIDE : 20 MG) (CALCIUM PANTOTHENATE : 5.8 MG) (VITAMIN C (ASCORBIC ACID) : 75 MG) (DIBASIC CALCIUM PHOSPHATE ANHYDROUS : 20.62 MG) (PHOSPHOROUS (DIBASIC CALCIUM PHOSPHATE ANHYDROUS) : 15.93 MG) (COPPER (COPPER SULPHATE PENTAHYDRATE) : 0.25 MG) (IRON (FERROUS FUMARATE) : 16.43 MG) (IODINE (AS POTASSIUM IODIDE) : 0.01 MG) (FOLIC ACID : 0.4 MG) (MAGNESIUM(AS MAGNESIUM OXIDE) : 0.09 MG) (MANGANESE (AS MANGANESE SULPHATE MONOHYDRATE) : 0.0033 MG) (ZINC SULFATE : 18.22 MG)  CAPSULES,10
111994-385,(SODIUM CHLORIDE : 2.65 % W/V)  NASAL SPRAY,10
015801-117,(COLLAGEN TYPE II : 230 MG) (NATURAL EGG SHELL : 150 MG) (D GLUCOSAMINE HYDROCHLORIDE : 100 MG) (CURCUMIN C3 COMPLEX : 15 MG) (CALCIUM ASCORBATE : 25 MG) (BOSWELLIA SERRATA EXTRACT : 50 MG) (VITAMIN D3 (CHOLECALCIFEROL) : 300 IU)  TABLETS,10
654305-102,(DUPILUMAB : 200 MG)  SOLUTION FOR INJECTION,10
902801-117,(HYGROPHILA SPINOSA EXTRACT : 100 MG) (AERVA LANATA : 100 MG) (TRIBULUS TERRESTRIS : 100 MG) (BOERHAAVIA DIFFUSA (PUNARNAVA) : 100 MG) (GLYCYRRHIZA GLABRA : 100 MG)  TABLETS,10
906501-043,(AQUA : 80.10 %) (SODIUM LAURETH SULFATE : 8.4%) (COCO-GLUCOSIDE : 5.2 %) (PEG-7 GLYCERYL COCOATE : 2%) (SODIUM CHLORIDE : 2%) (PEG-18 GLYCERYL OLEATE/COCOATE : 1.02 %) (PHENOXYETHANOL : 0.6%) (CHLORPHENESIN : 0.2%) (SODIUM BENZOATE : 0.2%) (CITRIC ACID : 0.18%) (POLYQUATERNIUM-10 : 0.091 %)  GEL,10
907501-006,(IRON PROTEINSUCCINYLATE : 250 MG) (FOLIC ACID : 400 MCG)  CAPSULES,10
814302-117,(LACTOFERRIN : 100 MG)  TABLETS,10
533603-117,(TRAZODONE HCL : 100 MG)  TABLETS,10
148501-102,(CLADRIBINE : 1 MG/ML)  SOLUTION FOR INJECTION,10
742701-039,(SELEXIPAG : 1000 MCG)  FILM COATED TABLETS,10
728302-015,(UREA : 10%) (LACTIC ACID : 4%)  CREAM,10
778201-058,(PEPPERMINT OIL : 0.7 MG) (MENTHOL : 10.8 MG) (EUCALYPTUS OIL : 2.7 MG) (ANISE OIL : 1.8 MG) (SAGE OIL : 2.7 MG)  LOZENGES,10
839701-117,(IRON : 30 MG) (VITAMIN C (L-ASCORBIC ACID) : 25 MG)  TABLETS,10
241313-402,(PENICILLIN V (PHENOXYMETHYL PENICILLIN POTASSIUM) : 250 MG/5ML)  POWDER FOR ORAL SOLUTION,10
701901-015,(BISABOLOL : 0.3G/100G) (ISOSTEARYL ISOSTEARATE : 4 G/100G) (ETHYLHEXYLGLYCERIN : 0.1 G/100G) (OLUS OIL : 2.85 G/100G) (BUTYROSPERMUM (SHEA BUTTER) : 4 G/100G) (CAMELINA SATIVA OIL : 0.15 G/100G) (ROSMARINUS OFFICINALIS EXTRACT : 0.01 G/100G) (OPUNTIA FICUS-INDICA STEM EXTRACT : 0.013 G/100G) (GLYCERIN : 0.2 G/100G) (DIMETHYLMETHOXY CHROMANOL : 0.02 G/100G) (DIMETICONE : 0.3G/100G) (CETEARYL ETHYLHEXANOATE : 4.5 G/100G) (CANOLA OIL : 3 G/100G) (PROPANEDIOL : 4 G/100G) (LACTIC ACID : 0.005 G/100G) (HIPPOPHAE RHAMNOIDES FRUIT EXTRACT : 0.849 G/100G) (CAPRYLYL GLYCOL : 0.18 G/100G)  CREAM,10
704001-180,(ECHINACEA EXTRACT : 200 MG) (EUROPEAN ELDER (SAMBUCUS NIGRA) : 100 MG) (PROPOLIS EXTRACT : 50 MG) (ASCORBIC ACID (VITAMIN C) : 35 MG)  GUMEE,10
373201-039,(TOLPERISONE HCL : 150 MG)  FILM COATED TABLETS,10
149803-065,(CLOBETASOL PROPIONATE : 0.5 MG/G)  OINTMENT,10
714501-116,(PLANTAIN INFUSE : 36 G/100G)  SYRUP,10
109513-403,(ERYTHROMYCIN : 1 G)  POWDER FOR SOLUTION FOR INFUSION,10
502301-295,(DIMETHYL FUMARATE : 120 MG)  GASTRO-RESISTANT CAPSULE,10
582403-039,(ALOGLIPTIN : 25 MG) (PIOGLITAZONE (AS HCL) : 45 MG)  FILM COATED TABLETS,10
670601-117,(ESTRADIOL VALERATE : 1 MG)  TABLETS,10
293307-290,(OLANZAPINE : 5MG)  ORODISPERSIBLE TABLET,10
439808-113,(PALIPERIDONE (AS PALMITATE) : 200 MG/ML)  SUSPENSION FOR INJECTION,10
108216-267,(ESTRADIOL : 50 MCG/DAY)  TRANSDERMAL PATCHES,10
108212-051,(ESTRADIOL : 5 MG/ML)  INJECTION,10
354801-116,(DICYCLOMINE : 10 MG/5ML)  SYRUP,10
116420-039,(AMOXICILLIN : 750 MG)  FILM COATED TABLETS,10
235405-080,(COAGULATION FACTOR VIIA : 2 MG)  POWDER FOR INJECTION,10
191810-241,(GLYCERIN : 880 MG)  SUPPOSITORIES,10
579501-006,(GLUCOAMYLASE : 15AGU) (AMYLASE THERA BLEND : 15000DU) (PROTEASE THERA BLEND : 95000HUT) (DPP-IV : 1000DPPU)  CAPSULES,10
128601-283,(NA : N/A)  TOPICAL SOLUTION (BODY LOTION),10
124103-039,(FAMOTIDINE : 40 MG)  FILM COATED TABLETS,10
180301-051,(FULVESTRANT : 50 MG/ML)  INJECTION,10
228901-117,(SODIUM : 5 MG) (VITAMIN D (CHOLECALCIFEROL VITAMIN D3 ERGOCALCIFEROL VITAMIN D2) : 250 IU) (CALCIUM : 1.2 G)  TABLETS,10
222905-197,(PHENYLEPHRINE : 0.5%)  LIQUID FOR SPRAY (NASAL),10
345701-043,(RHUS TOX : 0.5G/10G) (SYMPHYTUM OFFICINALE : 0.5G/10G) (LEDUM PALUSTRE TINCTURE : 0.5G/10G)  GEL,10
140201-145,(FLUCONAZOLE : 150 MG)  CAPSULES (HARD GELATIN),10
143405-039,(CEFPROZIL : 250 MG)  FILM COATED TABLETS,10
107904-242,(IBUPROFEN : 100 MG/5ML)  SUSPENSION (ALCOHOL FREE),10
151001-051,(CODEINE : 60 MG/ML)  INJECTION,10
140902-111,(CARBAMAZEPINE : 100 MG/5ML)  SUSPENSION,10
148601-117,(CLARITHROMYCIN : 250 MG)  TABLETS,10
116504-080,(AMPICILLIN : 2 G)  POWDER FOR INJECTION,10
124202-034,(ASPIRIN : 75 MG)  ENTERIC COATED TABLETS,10
125405-197,(IPRATROPIUM : 0.3 MG/ML)  LIQUID FOR SPRAY (NASAL),10
126601-141,(SILVER NITRATE : 7.5%)  APPLICATOR (STICKS),10
127301-039,(AZATHIOPRINE : 50 MG)  FILM COATED TABLETS,10
125802-140,(POVIDONE IODINE : 120ML)  ANTISEPTIC SOLUTION,10
644501-006,(COENZYME Q10 : 30 MG)  CAPSULES,10
953403-057,(GLYCERIN : 10G/100G) (PARAFFINUM LIQUIDUM (MINERAL OIL) : 7 G /100 G) (NIACINAMIDE : 5 G/100G) (DICAPRYLYL CARBONATE : 4.98 G /100 G) (BUTYROSPERMUM (SHEA BUTTER) : 2 G/100G) (CAPRYLIC CAPRIC TRIGLYCERIDE : 2 G/100G) (CETEARYL ALCOHOL : 1.2 G/100G) (DIMETHICONE : 1 G/100G) (SODIUM HYALURONATE : 1 G/100G) (PANTHENOL : 1 G/100G) (SODIUM STEAROYL GLUTAMATE : 0.75 G/100 G) (BISABOLOL : 0.2 G/100G) (BHT (BUTYLATED HYDROXYTOLUENE) : 0.1 G/100G) (ETHYLHEXYLGLYCERIN : 0.08 G/100G) (TOCOPHEROL : 0.025 G/100G) (TRIETHANOLAMINE : 0.01 G/100G)  LOTION,10
031004-320,(PHENTERMINE (HCL) : 7.5 MG) (TOPIRAMATE : 46 MG)  EXTENDED RELEASE CAPSULES,10
293404-081,(LINEZOLID : 100 MG/5ML)  POWDER FOR RECONSTITUTION,10
065502-470,(BREXUCABTAGENE AUTOLEUCEL 1 × 10? ANTI-CD19 CAR-POSITIVE VIABLE T CELLS/KG (MAXIMUM ALLOWABLE DOSE: 1 × 10? ANTI-CD19 CAR POSITIVE VIABLE T CELLS BASED ON PATIENT WEIGHT ? 100 KG) : 1000000 C/ 68ML)  SUSPENSION FOR INFUSION,10
326012-045,(PIRACETAM : 2.4G)  GRANULES,10
219403-084,(MEROPENEM : 1000 MG)  POWDER FOR SOLUTION FOR INJECTION,10
680702-138,(AMANTADINE HYDROCHLORIDE : 50 MG/5ML)  SOLUTION (ORAL),10
176203-442,(MAGNESIUM SULFATE : 500 MG/ML)  CONCENTRATE FOR SOLUTION FOR INFUSION/INJECTION,10
818701-408,(COMBINATION : COMBINATION)  POWDER FOR SOLUTION FOR INJECTION/ INFUSION,10
922201-043,(LIDOCAINE HCL : 230 MG/11ML) (CHLORHEXIDINE GLUCONATE : 5.75 MG/11ML) (METYL HYDROXYBENZOATE : 6.90 MG/11ML) (PROPYL HYDROXYBENZOATE : 2.87 MG/11ML)  GEL,10
962001-043,(HYALURONIC ACID : 0.1 %/1.5ML) (SH-POLYPEPTIDE-29 : 0.019 %/1.5ML) (SH-TRIPEPTIDE-1 : 0.019 %/1.5ML)  GEL,10
616901-117,(VITAMIN A : 4000 IU) (ASCORBIC ACID (VITAMIN C) : 100 MG) (VITAMIN D : 400 IU) (THIAMINE (VITAMIN B1) : 1.84 MG) (VITAMIN E : 11 IU) (RIBOFLAVINE (VITAMIN B2) : 1.7 MG) (NIACIN : 18 MG) (PYRIDOXINE (VITAMIN B6) : 2.6 MG) (FOLIC ACID : 800 MCG) (VITAMIN B12 : 4 MCG) (CALCIUM CARBONATE : 200 MG) (FERROUS FUMARATE : 27 MG) (ZINC OXIDE : 15 MG)  TABLETS,10
617801-381,(IFOSFAMIDE : 1 G) (MESNA : 100 MG/ML)  (POWDER + SOLUTION) FOR INJECTION,10
632301-102,(FOLINIC ACID : 10 MG/ML)  SOLUTION FOR INJECTION,10
650901-355,(COLLAGEN FORTIGEL : 99.88 MG/10G) (ASCORBIC ACID (VITAMIN C) : 120 MG/10G)  WATER SOLUBLE POWDER,10
176213-102,(MAGNESIUM SULFATE : 4%)  SOLUTION FOR INJECTION,10
681803-409,(POTASSIUM CHLORIDE : 59.5 MG/ML) (PROCAINE HCL : 13.5 MG/ML) (MAGNESIUM CHLORIDE : 162.5 MG/ML)  STERILE CONCENTRATE FOR CARDIOPLEGIA INFUSION,10
552601-097,(LACTOBACILLUS ACIDOPHILUS : 10 MG)  SOFT GELATIN CAPSULES,10
557001-116,(PYRIDOXINE (VITAMIN B6) : 1 MG/10ML) (FOLIC ACID : 100 MCG/10ML) (ASCORBIC ACID (VITAMIN C) : 30 MG/10ML) (PANTOTHENIC ACID : 3 MG/10ML) (VITAMIN A : 400 MCG/10ML) (THIAMINE (VITAMIN B1) : 0.7 MG/10ML) (BIOTIN : 0.075 MG/10ML) (NIACIN (VITAMIN B3; NICOTINIC ACID) : 9 MG/10ML) (RIBOFLAVINE (VITAMIN B2) : 0.8 MG/10ML) (VITAMIN E : 5 MG/10ML) (CYANOCOBALAMIN : 0.5 MCG/10ML) (VITAMIN D : 2.5 MCG/10ML) (IRON GLUCONATE : 14 MG/10ML)  SYRUP,10
245503-099,(PETHIDINE HCL : 100 MG/2ML)  SOLUTION,10
582402-039,(ALOGLIPTIN : 25 MG) (PIOGLITAZONE (AS HCL) : 30 MG)  FILM COATED TABLETS,10
371604-102,(LIDOCAINE HCL : 2%)  SOLUTION FOR INJECTION,10
405504-231,(STERILE WATER FOR IRRIGATION : N/A)  SOLUTION FOR IRRIGATION,10
381802-073,(NONOXYNOL 9 : 84.8 MG)  PESSARIES,10
231202-055,(NEOSTIGMINE : 0.5 MG/ML)  LIQUID,10
127412-331,(AZITHROMYCIN : 15MG/G)  EYE DROPS (SOLUTION),10
527602-343,(COLLAGEN : 160 MG) (GENTAMICIN (AS CROBEFATE) : 35 MG (AS 175 MG)) (GENTAMICIN (AS  SULPHATE) : 35 MG (AS 58 MG))  FLEECE FOR IMPLANT,10
330003-117,(PREDNISONE : 5 MG)  TABLETS,10
549102-099,(SUCROSE : 240 MG/ML)  SOLUTION,10
287502-051,(VINBLASTINE : 1 MG/ML)  INJECTION,10
392201-051,(VINCRISTINE SULPHATE : 1 MG/ML)  INJECTION,10
373701-100,(CLOFARABINE : 20MG /20ML)  SOLUTION FOR INFUSION,10
384501-117,(RIBOFLAVINE (VITAMIN B2) : 1.7 MG) (VITAMIN D3 : 400 IU) (NICOTINAMIDE : 18 MG) (VITAMIN B12 : 4 MCG) (FOLIC ACID : 800 MCG) (THIAMINE (VITAMIN B1) : 1.84 MG) (PYRIDOXINE (VITAMIN B6) : 2.6 MG) (ASCORBIC ACID (VITAMIN C) : 100 MG) (VITAMIN E : 11 IU) (IRON (FERROUS FUMARATE) : 27 MG) (ZINC (AS ZINC OXIDE) : 25 MG) (CALCIUM ( AS SULFATE) : 200 MG) (VITAMIN A (AS RETINYL ACETATE AND BETACAROTENE) : 4000 IU)  TABLETS,10
397602-039,(SUMATRIPTAN (AS SUCCINATE) : 50 MG)  FILM COATED TABLETS,10
400301-034,(MAGNESIUM (MAGNESIUM CITRATE + MAGNESIUM HYDROGEN L-GLUTAMATE) : 40 MG (205 MG + 90 MG))  ENTERIC COATED TABLETS,10
